# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/binf-isilon/vintherlab/jvinther/scratch/data/sequences/RNAs_100.saf" "-o" "/binf-isilon/vintherlab/jvinther/scratch/featureCount_counts.txt" "-F" "SAF" "02.sam" "03.sam" "05.sam" "06.sam" "08.sam" "09.sam" "11.sam" "12.sam" "14.sam" "15.sam" 
Geneid	Chr	Start	End	Strand	Length	02.sam	03.sam	05.sam	06.sam	08.sam	09.sam	11.sam	12.sam	14.sam	15.sam
SNORD67	SNORD67	1	100	+	100	16	2	33	20	34	34	19	23	17	10
SNORD68	SNORD68	1	84	+	84	2	2	8	5	3	8	15	8	4	5
SNORD69	SNORD69	1	77	+	77	43	39	108	150	89	95	98	117	48	38
SNORD6	SNORD6	1	73	+	73	239	110	425	537	275	584	263	351	213	225
SNORD70	SNORD70	1	88	+	88	230	204	494	634	366	313	403	505	202	167
SNORD71	SNORD71	1	86	+	86	628	376	1669	1602	1344	1457	2310	2283	653	745
SNORD72	SNORD72	1	80	+	80	48	22	129	110	76	196	126	129	60	44
SNORD73A	SNORD73A	1	65	+	65	96	63	246	305	181	116	180	233	97	75
SNORD74B	SNORD74B	1	73	+	73	0	0	0	0	0	0	0	0	0	0
SNORD77B	SNORD77B	1	67	+	67	1	0	1	0	0	0	0	0	0	0
SNORD7	SNORD7	1	97	+	97	8	2	8	8	3	8	5	6	2	2
SNORD82	SNORD82	1	70	+	70	132	87	288	307	161	169	117	191	84	124
SNORD83A	SNORD83A	1	95	+	95	1930	1289	4660	4961	3611	4811	5293	5475	2096	2319
SNORD83B	SNORD83B	1	93	+	93	193	86	193	370	134	195	134	215	119	103
SNORD84	SNORD84	1	78	+	78	34	16	59	64	37	67	46	43	28	23
SNORD86	SNORD86	1	86	+	86	59	34	143	142	85	171	63	90	48	46
SNORD87	SNORD87	1	89	+	89	786	479	1367	1523	917	933	768	1046	546	471
SNORD88A	SNORD88A	1	91	+	91	63	31	123	121	68	147	95	111	47	72
SNORD88B	SNORD88B	1	91	+	91	0	0	0	0	0	0	0	0	0	0
SNORD88C	SNORD88C	1	91	+	91	92	45	127	176	100	166	84	105	91	66
SNORD89	SNORD89	1	100	+	100	1806	1063	3372	4094	2923	3589	2738	3874	1867	1763
SNORD8	SNORD8	1	100	+	100	22	21	33	44	29	35	13	21	12	20
SNORD90	SNORD90	1	100	+	100	17	0	10	54	8	11	15	27	2	6
SNORD91A	SNORD91A	1	100	+	100	45	28	82	117	61	78	45	57	24	27
SNORD91B	SNORD91B	1	100	+	100	78	43	145	141	104	121	94	129	62	49
SNORD92	SNORD92	1	85	+	85	6	5	5	9	10	5	3	5	8	3
SNORD93	SNORD93	1	74	+	74	26	5	34	31	29	37	14	27	19	12
SNORD94	SNORD94	1	100	+	100	82	37	124	139	100	202	75	129	71	59
SNORD95	SNORD95	1	68	+	68	72	34	108	118	115	134	145	161	67	59
SNORD96A	SNORD96A	1	79	+	79	114	70	172	252	122	233	116	131	72	109
SNORD96B	SNORD96B	1	79	+	79	0	2	0	0	0	1	2	0	0	0
SNORD97	SNORD97	1	100	+	100	1829	1510	4094	5525	2929	3675	2084	3813	1651	1687
SNORD98	SNORD98	1	67	+	67	6	5	14	7	7	14	17	9	6	5
SNORD99	SNORD99	1	74	+	74	8	2	15	13	15	17	16	27	8	8
SNORD9	SNORD9	1	100	+	100	29	19	70	46	48	87	50	84	35	45
ENSG00000201741|Y_RNA	ENSG00000201741|Y_RNA	1	79	+	79	0	0	0	0	0	0	0	0	0	0
ENSG00000200298|Y_RNA	ENSG00000200298|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200688|Y_RNA	ENSG00000200688|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000212392|Y_RNA	ENSG00000212392|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201548|Y_RNA	ENSG00000201548|Y_RNA	1	96	+	96	0	0	0	0	0	1	0	0	1	0
ENSG00000278523|Y_RNA	ENSG00000278523|Y_RNA	1	71	+	71	0	0	0	0	0	0	0	0	0	0
ENSG00000272113|Y_RNA	ENSG00000272113|Y_RNA	1	90	+	90	0	0	0	0	0	0	0	0	0	0
ENSG00000201549|Y_RNA	ENSG00000201549|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252266|Y_RNA	ENSG00000252266|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000251811|Y_RNA	ENSG00000251811|Y_RNA	1	100	+	100	0	1	2	1	2	3	3	1	0	1
ENSG00000201535|Y_RNA	ENSG00000201535|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199245|Y_RNA	ENSG00000199245|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200179|Y_RNA	ENSG00000200179|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000251812|Y_RNA	ENSG00000251812|Y_RNA	1	99	+	99	0	0	0	0	0	0	0	0	0	0
ENSG00000201071|Y_RNA	ENSG00000201071|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199962|Y_RNA	ENSG00000199962|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201633|Y_RNA	ENSG00000201633|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	1	0	0
ENSG00000201309|Y_RNA	ENSG00000201309|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202414|Y_RNA	ENSG00000202414|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252965|Y_RNA	ENSG00000252965|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252202|Y_RNA	ENSG00000252202|Y_RNA	1	96	+	96	0	0	0	0	0	0	0	0	0	0
ENSG00000201217|Y_RNA	ENSG00000201217|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201676|Y_RNA	ENSG00000201676|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199911|Y_RNA	ENSG00000199911|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	1	1	0
ENSG00000201239|Y_RNA	ENSG00000201239|Y_RNA	1	96	+	96	0	0	0	0	0	0	0	0	0	0
ENSG00000202388|Y_RNA	ENSG00000202388|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200256|Y_RNA	ENSG00000200256|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000239106|Y_RNA	ENSG00000239106|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202137|Y_RNA	ENSG00000202137|Y_RNA	1	100	+	100	0	2	19	15	5	5	5	12	5	4
ENSG00000200024|Y_RNA	ENSG00000200024|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202407|Y_RNA	ENSG00000202407|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200135|Y_RNA	ENSG00000200135|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202035|Y_RNA	ENSG00000202035|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000275930|Y_RNA	ENSG00000275930|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199884|Y_RNA	ENSG00000199884|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000251864|Y_RNA	ENSG00000251864|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202141|Y_RNA	ENSG00000202141|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202177|Y_RNA	ENSG00000202177|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000212448|Y_RNA	ENSG00000212448|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000252607|Y_RNA	ENSG00000252607|Y_RNA	1	100	+	100	0	0	1	0	0	0	0	3	0	0
ENSG00000252671|Y_RNA	ENSG00000252671|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200351|Y_RNA	ENSG00000200351|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202222|Y_RNA	ENSG00000202222|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200059|Y_RNA	ENSG00000200059|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207294|Y_RNA	ENSG00000207294|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200065|Y_RNA	ENSG00000200065|Y_RNA	1	97	+	97	0	0	0	0	0	0	0	0	0	0
ENSG00000239040|Y_RNA	ENSG00000239040|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201683|Y_RNA	ENSG00000201683|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252802|Y_RNA	ENSG00000252802|Y_RNA	1	100	+	100	1	0	6	2	2	3	2	7	9	3
ENSG00000201279|Y_RNA	ENSG00000201279|Y_RNA	1	97	+	97	0	0	0	0	0	0	0	0	0	0
ENSG00000223023|Y_RNA	ENSG00000223023|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	1	0	0
ENSG00000199630|Y_RNA	ENSG00000199630|Y_RNA	1	96	+	96	0	0	0	0	0	0	0	0	0	0
ENSG00000200685|Y_RNA	ENSG00000200685|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201343|Y_RNA	ENSG00000201343|Y_RNA	1	100	+	100	0	0	0	0	0	1	0	0	0	0
ENSG00000199866|Y_RNA	ENSG00000199866|Y_RNA	1	100	+	100	2	1	8	7	4	2	0	2	2	4
ENSG00000200502|Y_RNA	ENSG00000200502|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201034|Y_RNA	ENSG00000201034|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201663|Y_RNA	ENSG00000201663|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202100|Y_RNA	ENSG00000202100|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201297|Y_RNA	ENSG00000201297|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202251|Y_RNA	ENSG00000202251|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200829|Y_RNA	ENSG00000200829|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199540|Y_RNA	ENSG00000199540|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202508|Y_RNA	ENSG00000202508|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199698|Y_RNA	ENSG00000199698|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200421|Y_RNA	ENSG00000200421|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200849|Y_RNA	ENSG00000200849|Y_RNA	1	100	+	100	0	0	0	0	1	1	1	1	1	0
ENSG00000251779|Y_RNA	ENSG00000251779|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000239143|Y_RNA	ENSG00000239143|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199862|Y_RNA	ENSG00000199862|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199303|Y_RNA	ENSG00000199303|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202008|Y_RNA	ENSG00000202008|Y_RNA	1	92	+	92	0	0	1	0	0	0	0	0	0	0
ENSG00000201426|Y_RNA	ENSG00000201426|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201596|Y_RNA	ENSG00000201596|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202385|Y_RNA	ENSG00000202385|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000275745|Y_RNA	ENSG00000275745|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202071|Y_RNA	ENSG00000202071|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200822|Y_RNA	ENSG00000200822|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206677|Y_RNA	ENSG00000206677|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000201881|Y_RNA	ENSG00000201881|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200884|Y_RNA	ENSG00000200884|Y_RNA	1	100	+	100	0	0	0	0	0	1	0	0	0	0
ENSG00000222072|Y_RNA	ENSG00000222072|Y_RNA	1	100	+	100	8	14	32	53	23	32	17	34	31	25
ENSG00000199546|Y_RNA	ENSG00000199546|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199979|Y_RNA	ENSG00000199979|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200049|Y_RNA	ENSG00000200049|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200544|Y_RNA	ENSG00000200544|Y_RNA	1	87	+	87	0	0	0	0	0	0	0	0	0	0
ENSG00000202211|Y_RNA	ENSG00000202211|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000223220|Y_RNA	ENSG00000223220|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000212319|Y_RNA	ENSG00000212319|Y_RNA	1	97	+	97	0	0	0	0	0	0	0	0	0	0
ENSG00000223254|Y_RNA	ENSG00000223254|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201013|Y_RNA	ENSG00000201013|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000238912|Y_RNA	ENSG00000238912|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199901|Y_RNA	ENSG00000199901|Y_RNA	1	100	+	100	0	0	0	1	0	0	0	0	0	0
ENSG00000200664|Y_RNA	ENSG00000200664|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200164|Y_RNA	ENSG00000200164|Y_RNA	1	100	+	100	3	1	6	5	0	1	1	0	1	3
ENSG00000252784|Y_RNA	ENSG00000252784|Y_RNA	1	100	+	100	0	0	1	1	0	0	0	1	0	0
ENSG00000212556|Y_RNA	ENSG00000212556|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201370|Y_RNA	ENSG00000201370|Y_RNA	1	92	+	92	0	0	0	0	0	0	0	0	0	0
ENSG00000199764|Y_RNA	ENSG00000199764|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206806|Y_RNA	ENSG00000206806|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000238585|Y_RNA	ENSG00000238585|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207305|Y_RNA	ENSG00000207305|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000277634|Y_RNA	ENSG00000277634|Y_RNA	1	93	+	93	0	0	0	0	0	0	0	0	0	0
ENSG00000206672|Y_RNA	ENSG00000206672|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199487|Y_RNA	ENSG00000199487|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206814|Y_RNA	ENSG00000206814|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222224|Y_RNA	ENSG00000222224|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000201987|Y_RNA	ENSG00000201987|Y_RNA	1	100	+	100	0	0	0	1	0	0	0	0	1	0
ENSG00000201774|Y_RNA	ENSG00000201774|Y_RNA	1	97	+	97	0	0	0	0	0	0	0	1	0	0
ENSG00000207371|Y_RNA	ENSG00000207371|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199490|Y_RNA	ENSG00000199490|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000207271|Y_RNA	ENSG00000207271|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206797|Y_RNA	ENSG00000206797|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200651|Y_RNA	ENSG00000200651|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207258|Y_RNA	ENSG00000207258|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207189|Y_RNA	ENSG00000207189|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202514|Y_RNA	ENSG00000202514|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201354|Y_RNA	ENSG00000201354|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207146|Y_RNA	ENSG00000207146|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199936|Y_RNA	ENSG00000199936|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200436|Y_RNA	ENSG00000200436|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202438|Y_RNA	ENSG00000202438|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200742|Y_RNA	ENSG00000200742|Y_RNA	1	100	+	100	0	0	0	1	0	0	0	0	1	0
ENSG00000252210|Y_RNA	ENSG00000252210|Y_RNA	1	85	+	85	0	0	1	0	0	0	0	0	0	0
ENSG00000202310|Y_RNA	ENSG00000202310|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201012|Y_RNA	ENSG00000201012|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222206|Y_RNA	ENSG00000222206|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201006|Y_RNA	ENSG00000201006|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252742|Y_RNA	ENSG00000252742|Y_RNA	1	99	+	99	0	0	0	0	0	0	0	0	0	0
ENSG00000238813|Y_RNA	ENSG00000238813|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000276696|Y_RNA	ENSG00000276696|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252317|Y_RNA	ENSG00000252317|Y_RNA	1	93	+	93	0	0	0	0	0	0	0	0	0	0
ENSG00000207265|Y_RNA	ENSG00000207265|Y_RNA	1	100	+	100	0	0	1	0	0	0	0	0	0	0
ENSG00000202078|Y_RNA	ENSG00000202078|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199912|Y_RNA	ENSG00000199912|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252450|Y_RNA	ENSG00000252450|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000195401|Y_RNA	ENSG00000195401|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206817|Y_RNA	ENSG00000206817|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206905|Y_RNA	ENSG00000206905|Y_RNA	1	100	+	100	1	0	3	2	0	2	0	0	1	0
ENSG00000222601|Y_RNA	ENSG00000222601|Y_RNA	1	89	+	89	0	0	0	0	0	0	0	0	0	0
ENSG00000207281|Y_RNA	ENSG00000207281|Y_RNA	1	100	+	100	0	0	0	1	0	0	0	1	0	0
ENSG00000199273|Y_RNA	ENSG00000199273|Y_RNA	1	100	+	100	0	0	2	1	0	0	0	0	0	0
ENSG00000252915|Y_RNA	ENSG00000252915|Y_RNA	1	92	+	92	0	0	0	0	0	0	0	0	0	0
ENSG00000238443|Y_RNA	ENSG00000238443|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000201602|Y_RNA	ENSG00000201602|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201990|Y_RNA	ENSG00000201990|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207252|Y_RNA	ENSG00000207252|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207293|Y_RNA	ENSG00000207293|Y_RNA	1	100	+	100	1	0	0	0	0	0	1	1	0	0
ENSG00000252891|Y_RNA	ENSG00000252891|Y_RNA	1	100	+	100	0	1	6	4	2	3	3	1	0	1
ENSG00000222421|Y_RNA	ENSG00000222421|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252341|Y_RNA	ENSG00000252341|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202368|Y_RNA	ENSG00000202368|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201228|Y_RNA	ENSG00000201228|Y_RNA	1	100	+	100	0	1	0	1	0	1	1	0	0	1
ENSG00000206858|Y_RNA	ENSG00000206858|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199867|Y_RNA	ENSG00000199867|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222160|Y_RNA	ENSG00000222160|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206651|Y_RNA	ENSG00000206651|Y_RNA	1	100	+	100	3	0	4	9	4	9	7	7	7	2
ENSG00000200600|Y_RNA	ENSG00000200600|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201432|Y_RNA	ENSG00000201432|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207127|Y_RNA	ENSG00000207127|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199241|Y_RNA	ENSG00000199241|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222767|Y_RNA	ENSG00000222767|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000222941|Y_RNA	ENSG00000222941|Y_RNA	1	88	+	88	0	0	2	0	0	0	0	0	0	0
ENSG00000200494|Y_RNA	ENSG00000200494|Y_RNA	1	100	+	100	55	26	98	100	80	86	50	84	58	71
ENSG00000199550|Y_RNA	ENSG00000199550|Y_RNA	1	100	+	100	0	0	0	0	0	0	1	0	0	0
ENSG00000201311|Y_RNA	ENSG00000201311|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200847|Y_RNA	ENSG00000200847|Y_RNA	1	100	+	100	1	1	1	1	1	0	0	0	0	0
ENSG00000274472|Y_RNA	ENSG00000274472|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252021|Y_RNA	ENSG00000252021|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222430|Y_RNA	ENSG00000222430|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206768|Y_RNA	ENSG00000206768|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	2	0	0
ENSG00000206713|Y_RNA	ENSG00000206713|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202190|Y_RNA	ENSG00000202190|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207020|Y_RNA	ENSG00000207020|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000251986|Y_RNA	ENSG00000251986|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000206846|Y_RNA	ENSG00000206846|Y_RNA	1	94	+	94	0	0	0	0	0	0	0	0	0	0
ENSG00000201048|Y_RNA	ENSG00000201048|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207391|Y_RNA	ENSG00000207391|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222701|Y_RNA	ENSG00000222701|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207467|Y_RNA	ENSG00000207467|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199459|Y_RNA	ENSG00000199459|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000212306|Y_RNA	ENSG00000212306|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000200427|Y_RNA	ENSG00000200427|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206692|Y_RNA	ENSG00000206692|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199362|Y_RNA	ENSG00000199362|Y_RNA	1	100	+	100	0	0	0	3	0	0	0	0	0	0
ENSG00000222883|Y_RNA	ENSG00000222883|Y_RNA	1	90	+	90	0	0	0	0	0	0	0	0	0	0
ENSG00000206669|Y_RNA	ENSG00000206669|Y_RNA	1	100	+	100	2	2	2	8	0	1	2	1	1	2
ENSG00000200976|Y_RNA	ENSG00000200976|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207148|Y_RNA	ENSG00000207148|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207450|Y_RNA	ENSG00000207450|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200508|Y_RNA	ENSG00000200508|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199331|Y_RNA	ENSG00000199331|Y_RNA	1	100	+	100	0	1	0	0	0	0	0	0	0	0
ENSG00000202470|Y_RNA	ENSG00000202470|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207329|Y_RNA	ENSG00000207329|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201573|Y_RNA	ENSG00000201573|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200553|Y_RNA	ENSG00000200553|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000212241|Y_RNA	ENSG00000212241|Y_RNA	1	94	+	94	0	0	0	0	0	0	0	0	0	0
ENSG00000252198|Y_RNA	ENSG00000252198|Y_RNA	1	100	+	100	0	0	1	1	0	0	0	0	0	0
ENSG00000207416|Y_RNA	ENSG00000207416|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200842|Y_RNA	ENSG00000200842|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201363|Y_RNA	ENSG00000201363|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000206679|Y_RNA	ENSG00000206679|Y_RNA	1	99	+	99	0	0	0	0	0	0	0	0	0	0
ENSG00000206978|Y_RNA	ENSG00000206978|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199471|Y_RNA	ENSG00000199471|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
